"Path","BeforeHeadBlobSha256","CapturedPreEditSha256","AfterSha256"
"src/Integration/CanDoItAll.SharedProviders.Http/SharedProviderHttpRelayClient.cs","AD940AD9F5E4BB0E5D7AF3C8B0CFA2562BF4C0677111E218D893CFA2775352A0","AD940AD9F5E4BB0E5D7AF3C8B0CFA2562BF4C0677111E218D893CFA2775352A0","0DC2638B6B97E0BB9F59EECD3CA46A10C009165A358BEA8ACF1BBBDB8D9E9692"
"src/Integration/CanDoItAll.SharedProviders.Http/SharedProviderRelayPolicies.cs","34F3AB55250F973BC95785912BC47DD54FF2F088B4DAAA70C9DC63F5DAAD1BBB",,"21197AFBD73C3AEBEA4358D0E921C708ABDBDD66617F19DB3E6C439C0D914BAF"
"src/Integration/CanDoItAll.SharedProviders.Http/SharedProviderRelayRequestPolicy.cs","F89B2A4E3C409A2B869B209A6745DA49057DBD4DCFD026D41EA698B9F072FB0D",,"D38B84A8864151D1551B014D4A6DF6855E2BD3FF6EAB0B0C5A0223E5A217F0DB"
"src/Integration/CanDoItAll.SharedProviders.Http/SharedProviderRelayThinkingPolicy.cs","Absent in HEAD (new file)",,"551716D9DB25E15DF1C19E68D56D6632FADF7356728DE1E0E55A0F2C32DF04FF"
"src/Integration/CanDoItAll.SharedProviders.Http/SharedProviderSseRelayStream.cs","CF57F503EB89DCB962F245343E0F8A67C6B10F3B747D4A265D66250EF7223CF5",,"4F5DE2E1C300C601F7CF6E9CD74949DE9C1C41F975A6E60F320D1FEC44EA4377"
"src/MAF/Common/CanDoItAll.AgentFramework.Components/AgentProviderPresentationMapper.cs","0C98DCBE317FE7F10A27A06EA764DC35DE4B7401FB93CC9A8E7F3F82C68D75D2",,"C8704272A55D0110EF773F226FE95045A14DDB34E97D20D534C181FD0E10FE85"
"src/MAF/Common/CanDoItAll.AgentFramework.Components/AgentThinkingEffortSettings.razor","218F8DAEFB956D1111652638CBD8A96BA71D67F35EE34ACA35574CB1533AC129",,"F818BE37A21EAE028AF64F52495E2314C42600C11179E046F96BDBCEC3F2AF66"
"src/MAF/Common/CanDoItAll.AgentFramework.Core/Preparation/AgentExecutionPreparationCache.cs","D3CA5ED01F12815D28D381C77F112223AACFA825B196B2C54EF15693E2ECAE88","D3CA5ED01F12815D28D381C77F112223AACFA825B196B2C54EF15693E2ECAE88","EE590FA9583822210B8C6E9B155412E42E96E8955B24A1C2C03C1C661943AE2E"
"src/MAF/Common/CanDoItAll.AgentFramework.Maf/Runtime/MafModelParametersBuilder.cs","565A6A599E638CE80D8A7FE374BFA802A06575F32ACC9E8FB132A7E2D80AB3D5","565A6A599E638CE80D8A7FE374BFA802A06575F32ACC9E8FB132A7E2D80AB3D5","EA74BAAD66F545B1F5C9CFDDF1EF4495BA316DE6739E4D4EE621837F2CD06891"
"src/MAF/Common/CanDoItAll.AgentFramework.Models/Providers/AgentProviderModelParameterPolicy.cs","C6AD08DCDCE43F63D71F9C01C7A1F9BA85A7D95E9BB4CBE50A3DE894F3C23311","C6AD08DCDCE43F63D71F9C01C7A1F9BA85A7D95E9BB4CBE50A3DE894F3C23311","854AEAB1578CD4AFFA4251915721B7606A1B988EF7E96A9AC8A1B9B656CC462C"
"src/MAF/Common/CanDoItAll.AgentFramework.Models/Providers/AgentThinkingEffortConfiguration.cs","E594C3B6B81A8EDB70F651F7260A4A461ECE706E9AE65EFB670BADC648AC3CFE",,"3C420B880F96867CDBB8C8F1039636C013CEB5A27829CB04F00E52CCFD1E9DF1"
"src/MAF/Common/CanDoItAll.AgentFramework.Models/Providers/AgentThinkingEffortPolicy.cs","DDBCD0C8DFB824D1C1E4E5F4B53B70C6A08198EC98E82B0A2602D822E81D9385","DDBCD0C8DFB824D1C1E4E5F4B53B70C6A08198EC98E82B0A2602D822E81D9385","59DDC0A03527E348502F3A4B802107DF39C316C08699A04BFAADAB72A7510235"
"src/MAF/Common/CanDoItAll.AgentFramework.Models/Providers/OpenAiModelCatalog.cs","452FF5A0597105A80AA2012502B35909497A0C47339BE28A774C87C5BA5E1136",,"DF56E4B92D7C4F7A5C7257BC1223E702BC18A886C81A7AC2CAECA78B7C6AAADC"
"src/MAF/SimpleChats/CanDoItAll.AgentFramework.Llm.SimpleChats.Application/Ports/LlmChatProviderPorts.cs","ACA10E1D07A4C86437F5B2CF1CE0C0D1A2268A1A80CF468DB4113FCFDDC68B8E","ACA10E1D07A4C86437F5B2CF1CE0C0D1A2268A1A80CF468DB4113FCFDDC68B8E","8400393F6567A602D4C630BA3E493831DF88660434D18E6A195E18D009BC4D3D"
"src/MAF/SimpleChats/CanDoItAll.AgentFramework.Llm.SimpleChats.Components/LlmChatDefinitionPresentationMapper.cs","02962C98CD331EA12400704385B42656C6AB6C20CCF9825BEC0195AFCD7E8FE9","02962C98CD331EA12400704385B42656C6AB6C20CCF9825BEC0195AFCD7E8FE9","3BE4F9B0D8D8B506E6310A5C30747396196ECA46EDDD5971A72F2E33B8A10722"
"src/MAF/SimpleChats/CanDoItAll.AgentFramework.Llm.SimpleChats.Components/LlmChatProviderUiGateway.cs","AACE2CDDAB5421625FC80AD966BCE30AB835D4AC63C3D72AC4C1745C18CAC8DE","AACE2CDDAB5421625FC80AD966BCE30AB835D4AC63C3D72AC4C1745C18CAC8DE","7740EAAD35015BA8ABD7F6BE262A8BD4163853C63A75B8B4F274A79A9676F8E4"
"src/MAF/SimpleChats/CanDoItAll.AgentFramework.Llm.SimpleChats.Runtime/CanonicalLlmChatProviderResolver.cs","7E78324EFF87FF7A29542D5FF0BF0AC019D758418FF0B4F1BF5619199E85FD8F","7E78324EFF87FF7A29542D5FF0BF0AC019D758418FF0B4F1BF5619199E85FD8F","76E66092E525BA89A642B5ACC7D8A2A3E3F9D3DB6B6FAC6B21AB8DC6D763776B"
"src/Modules/CanDoItAll.Modules.AgentFramework.ProviderManagement/SharedProviders/SharedProviderCatalogProjection.cs","6ABB634C1A44E116A9AE5929A6FE70C05B1598B610BDA448725D4969CD1259BC","6ABB634C1A44E116A9AE5929A6FE70C05B1598B610BDA448725D4969CD1259BC","63D476ADD1AC675ABAD398472A8F0445551C3E44255244BF699758410CC6526D"
"src/Modules/CanDoItAll.Modules.AgentFramework.ProviderManagement/SharedProviders/SharedProviderRelayApplicationService.cs","C1C078A3484C761D0F1B0FC6B15AE0890532E36857F75C30BA00CC79981185E3",,"991AA4BE588726E94A4769B58D310F7241AFE6F2F59A906036D63652FCA41E1C"
"src/Modules/CanDoItAll.Modules.AgentFramework.ProviderManagement/SharedProviders/SharedProviderRuntimeProfileMaterializer.cs","E00737E0D6C1993C8C4E7564CB8B6587E9CDCEF263ADEF5D54F1688AF66F82E5",,"DEAC01CEDE8EBC3B558A0B30036512713F327BF3F96DA77B5EC7B0B3A91E3AC9"
"src/Modules/CanDoItAll.Modules.AgentFramework.ProviderManagement/SharedProviders/SharedProviderThinkingCapabilityMapper.cs","Absent in HEAD (new file)",,"B6885B269806B950F7291F153B9D747A3AD7C2C686C6289DE38A161403FC6EDF"
"src/Modules/CanDoItAll.Modules.AgentFramework/Pages/Components/AgentDetailsDialog.razor.cs","067BF6078B5443EFE7C803A8AB24BC0F36A38EA4E69C1038B41D08094B86926F",,"482430608BF7FC4C9686C10A61ADFD304CE610AE300CB06EF0DD5BEF74CB473E"
"src/Modules/CanDoItAll.Modules.AgentFramework/Providers/SharedProviderProfileMapper.cs","DF909AF1C31DD94AAFAEC203302A20DA554EBD7F78244719B7F270B6D8B8BEC0","DF909AF1C31DD94AAFAEC203302A20DA554EBD7F78244719B7F270B6D8B8BEC0","A385B2CC1557205589C932B433F5A9A8482274F6BF8F135F0C0B2444BE294A68"
"src/UI/CanDoItAll.Conversations.Components/ConversationProviderModelSelector.razor","7BCFF673A17BFB0E78190FFE210AB0951EB0A8E93E257A5D425BBFA12E35118E","7BCFF673A17BFB0E78190FFE210AB0951EB0A8E93E257A5D425BBFA12E35118E","7E0925811D34EA344FC827538CF70D91B2517387CB1CA863FB8B7C0B9C70D0B3"
"tests/Components/CanDoItAll.Tests.Components/AgentDetailsDialogThinkingEffortTests.cs","AAE36D0C0E366D0EF6456D18C31E0E58F5713E0366DD399862A66F77F5CB76FD",,"9E823A76E27331A76CBE32D1C410194121DC486195CA7FDA2F0B873E6F65E4B4"
"tests/Components/CanDoItAll.Tests.Components/AgentProviderPresentationMapperTests.cs","0DEBFACF84597BFB1E886DAE551512C5D552A93E89FB98A72A3F3B0A3CA1D255",,"F29BA5939BEDD2ED1EB7598E107E6E62D37B3630F49EC14882D43CD38194303C"
"tests/Components/CanDoItAll.Tests.Components/AgentThinkingEffortSettingsTests.cs","8B5AD2638ACCA9C1636E69B9E650D2933943D171CC11C59480C65106B16343FE",,"24E517DF2303720EF21882048D105F5B8CAC1A5203AA00C8B62A752CF85669F1"
"tests/Components/CanDoItAll.Tests.Components/ProviderModelSelectorTests.cs","03CD6895B4A3C601FCF9A3CD30CF8F7604CF970375521CEC3D411EABB513DDAF",,"5EBC5381C6450F66F6399FC4EE9D8AE4DF6AF0153E44D4582163A7261DB66765"
"tests/Integration/CanDoItAll.Tests.Integration/SharedProviderOpenAiCompatibilityIntegrationTests.cs","2CE2F88ACA29CDFCFACAAFFB18BDC2AAC6AFCA96D96EB68586F0D1D9D0180742",,"C32C33C33F26F5EC305145461655FFEF51784FC43B5E228D58E1C7410D6DC854"
"tests/Integration/CanDoItAll.Tests.Integration/SharedProviderRuntimeProjectionIntegrationTests.cs","744D7755A8C003C6C4F7E0C1CE0295D6AB8573B6551F4F494DCF91717AAEF628",,"696E814370CDAF5D15A451484DF824DC9C371970F72D99A51958C0710931056F"
"tests/Integration/CanDoItAll.Tests.Integration/SharedProviderStreamingIntegrationTests.cs","7524BA01B7D082CBCDB61FC5D08CC2AC637335013BF4A55AFCA41E54E117F40C",,"8DA2F2BBAB447480C62C1DDCF9179B297FF85763132D9991B38DEB12242944B9"
"tests/Unit/CanDoItAll.Tests.Unit/LlmChatProviderRuntimeTests.cs","AF3E0BDEC10AD2D02C8AF23AF5E4CB0C9BF3A4CFD79AFB5986748F3D30F33683",,"BCA1319B7C485E3BA8BFDAE966407C3B2B1BD3FB5127840DB7F11B339002A674"
"tests/Unit/CanDoItAll.Tests.Unit/SharedProviderProtocolContractTests.cs","783CC3D672A3EE66C87ADC35C31E83DCE67EE8FCC003F2C39CB191F2C3FD2CDD",,"23AD545E8EB3D4578E924E1F87C1F1E2D791097D915C11A1BD301DA3DD3472AF"
"tests/Unit/CanDoItAll.Tests.Unit/SharedProviderPublicationAndCatalogTests.cs","E39FCC44B28881D0E3943B49EE40EE61550C06F640E7F57BEEA75B3F8CAF7EEC",,"789DE2B2364B07944F9213E5A11844C55F847F69B2E93D7F0D989E1B08DC1AD5"
"tests/Unit/CanDoItAll.Tests.Unit/SharedProviderRelayPolicyTests.cs","4236AFBE24D3C5F4D4D01F969BF6A3CA9DF0D2AD55FCCE223791BA1BA3731E3D",,"AA82178BD4A0A017F2D8372E753902E58CB3BD4AB98FC244686C63DC8ED77936"
"tests/Unit/CanDoItAll.Tests.Unit/SharedThinkingEffortTests.cs","Absent in HEAD (new file)",,"FE941379B1B04CCC3ABC44CC102BE11F7E7CF6F36E1F98629953FB3129B90589"
