"Path","Length","SHA256"
"codex/bundles/shared-provider-real-catalogs/proof/SB11/transcripts/4ec3d3900ebf445f861083248a3ca130.json","1484","4752725AC247163D80904E589B2741D428E4A5E8D6D0E586BFCCACBC0EF73AE4"
"codex/bundles/shared-provider-real-catalogs/proof/SB11/transcripts/completed-validator-initial.txt","296","EC26537446D2EDE9BD7ACE1FA6C57C9EF5E80B5B45C5F28B6B322B627BD53758"
"codex/bundles/shared-provider-real-catalogs/proof/SB11/transcripts/completed-validator.txt","111","3789FE2189F64D90B0284162A00C1D71D1665AA9B8AC9FA49FF473E47EA33752"
"codex/bundles/shared-provider-real-catalogs/proof/SB11/transcripts/credential-redaction.json","437","4B999D1F9B5C87D5C63C3B3F25F354B44233CB546FAB56BB0C51EFBFBC2B654E"
"codex/bundles/shared-provider-real-catalogs/proof/SB11/transcripts/deployed-owner-hashes.csv","1379","CFFC4AA893E1FB4B3CCA2D63C860B7E349DE7897ABCF69CED243FDD5E6E2470E"
"codex/bundles/shared-provider-real-catalogs/proof/SB11/transcripts/docker-build-final.txt","42907","686E1A1F3C4AD96AD6BD1C13174E20A438ECA7832ED2D5CD8400AFFC34562DCA"
"codex/bundles/shared-provider-real-catalogs/proof/SB11/transcripts/docker-build-vision.txt","42564","F733C8F51ABB237385BA4AF389FDD5F3080B2C2DC080E9294285CA22A1CA7B4F"
"codex/bundles/shared-provider-real-catalogs/proof/SB11/transcripts/docker-build.txt","43243","0A109348B9DEBDD7D7A83A7E111204415E992DEA216741523546DD1E8C4650FE"
"codex/bundles/shared-provider-real-catalogs/proof/SB11/transcripts/expired-token-ui.md","7552","0A6750E9B7660B90617BAB3FAA61C0E8DC4E13E12FDB93D15C68881ABBFF04EE"
"codex/bundles/shared-provider-real-catalogs/proof/SB11/transcripts/failing-first-discovery.txt","6547","E9ACC1A376F3F07BEFB0C8185DBB097FCC5313692FF98EBE76771A3D43DCAAE6"
"codex/bundles/shared-provider-real-catalogs/proof/SB11/transcripts/failing-first.trx","78543","20721475ED133264CE0810D4109B32A3508543C451CCB1CBB5FD39FCC533F20C"
"codex/bundles/shared-provider-real-catalogs/proof/SB11/transcripts/failing-first.txt","12068","CF9EEDD5D8F8130CC160F0E92D880A0B74E6E9CE9974D460BD2D59B3C26C92AB"
"codex/bundles/shared-provider-real-catalogs/proof/SB11/transcripts/final-all-focused-discovery.txt","12100","33155C03DEA213A8C9E424E974035F5FFDE6C27FE442FBD8D823646F828AC532"
"codex/bundles/shared-provider-real-catalogs/proof/SB11/transcripts/final-all-focused.trx","110971","24BDCA342670AF15F1538AADC40066070B8D5C38C88B829D481AECBAC6133454"
"codex/bundles/shared-provider-real-catalogs/proof/SB11/transcripts/final-all-focused.txt","2464","D75DAE498E178FDA40B9D99C44F1D12DB6CCAD6AF20F51D49026A0D9955548F6"
"codex/bundles/shared-provider-real-catalogs/proof/SB11/transcripts/final-focused-complete-discovery.txt","6547","E9ACC1A376F3F07BEFB0C8185DBB097FCC5313692FF98EBE76771A3D43DCAAE6"
"codex/bundles/shared-provider-real-catalogs/proof/SB11/transcripts/final-focused-complete.trx","64772","064A0E39671994BBA49842FC222B75017CD73F1DB384655B2ACECC548B7D77CD"
"codex/bundles/shared-provider-real-catalogs/proof/SB11/transcripts/final-focused-complete.txt","1908","6E3C4E3BE06F8CB0475053F38C8B497ECB98F78F1A4644790B419424F2769E12"
"codex/bundles/shared-provider-real-catalogs/proof/SB11/transcripts/final-focused-discovery.txt","6547","E9ACC1A376F3F07BEFB0C8185DBB097FCC5313692FF98EBE76771A3D43DCAAE6"
"codex/bundles/shared-provider-real-catalogs/proof/SB11/transcripts/final-focused.trx","67991","FB05A4FE99767D95D7AA722D75617DD72DEBC842E105D6921B7A983EED7A545C"
"codex/bundles/shared-provider-real-catalogs/proof/SB11/transcripts/final-focused.txt","1881","D424D36DA7F7BCB98D4761E288FCE1D080438332D597DBF4C771B9029C60785A"
"codex/bundles/shared-provider-real-catalogs/proof/SB11/transcripts/final-health-recheck.json","325","C136DBF2B4BC381DC37C30297E9855B4A8A9459F75FC7106556320719B079DDE"
"codex/bundles/shared-provider-real-catalogs/proof/SB11/transcripts/final-host-health.json","1525","E224328EB742153CF61128C1C602DDE1022E845B2223830FA886EBBA32AE161B"
"codex/bundles/shared-provider-real-catalogs/proof/SB11/transcripts/final-image-preview-ui.md","27204","C781F4B8F7B6B4B545C450A6C3FFC55290E3EC6E156031E0FF4AD5A170DE0961"
"codex/bundles/shared-provider-real-catalogs/proof/SB11/transcripts/final-regression-comparison.json","7504","6DEA92765CD54F61A4E903FCEA04C80C80D9D036F8D66111FFC682FC2FE7419F"
"codex/bundles/shared-provider-real-catalogs/proof/SB11/transcripts/final-unit-complete-deferred-theories.json","16688","B748FF330EAB23E6C574EBC24DBFD9B2B89379AB9DA15D2F09145F37BE9851EC"
"codex/bundles/shared-provider-real-catalogs/proof/SB11/transcripts/final-unit-complete-discovery.txt","1093533","F7B939A209BA58BFF6D31767DE2E48D477F5A9A486497EDDE85AD16294A0439B"
"codex/bundles/shared-provider-real-catalogs/proof/SB11/transcripts/final-unit-complete.trx","10830822","0CABB689D24C9DAE9C27B945DD05441B2588EA91C663D83CC777A19C755B99A2"
"codex/bundles/shared-provider-real-catalogs/proof/SB11/transcripts/final-unit-complete.txt","1767","5510C5353484E5ECCEA541684AB51F0CBF66D6A7B3C5E16874F6678BCD9050AA"
"codex/bundles/shared-provider-real-catalogs/proof/SB11/transcripts/final-unit-discovery.txt","1092678","8FE970A3C91206B7F86464CEB98253277C73389E650EA17B3A8457AF0A79B090"
"codex/bundles/shared-provider-real-catalogs/proof/SB11/transcripts/final-unit-failures.json","912","10DA94D8F1D086A51CEBD78FD4C2A58709F261A1547AAC46E51DCD398A7B0CB0"
"codex/bundles/shared-provider-real-catalogs/proof/SB11/transcripts/final-unit.trx","10822144","4D5CCFBE04FECCA2741A22B71FD5FCD37005D628D1FD6FDD2120313FBD562A14"
"codex/bundles/shared-provider-real-catalogs/proof/SB11/transcripts/final-unit.txt","1574","90586D1E1A60B161DEAA80B583D47B1554D8584625C2468A85F8CEA666A46197"
"codex/bundles/shared-provider-real-catalogs/proof/SB11/transcripts/generated-asset-metadata.json","313","F0EFE6CF52B2C91369AEABBF11B618B8C4EFB59B3A5794134094453E941FE2DF"
"codex/bundles/shared-provider-real-catalogs/proof/SB11/transcripts/image-created-run.json","37038","1BFD086D83F8377D1D25742E8ABDF13A629FA76F6ACF7F0A86AE1C54D2EC7957"
"codex/bundles/shared-provider-real-catalogs/proof/SB11/transcripts/image-created-ui.md","45058","1C97E36E9DCE978B06AD5FCA53F1B3AF407919DA0CF3573FF920AF4B35971EA6"
"codex/bundles/shared-provider-real-catalogs/proof/SB11/transcripts/image-options-red-discovery.txt","1048","5AD5820115ED93BC4D15A99FE5AF42606A6BB8CC27F127DAE98B6C3E6F622CC5"
"codex/bundles/shared-provider-real-catalogs/proof/SB11/transcripts/image-options-red.trx","15182","CF4C67BC8A4CEF4D17E280C7CAAE9AAADB27BA5F3ACD16282A3A250E5907C262"
"codex/bundles/shared-provider-real-catalogs/proof/SB11/transcripts/image-options-red.txt","2059","5BFC4EFECE2ED304E5CC1CCCD428E9FFA70DE1293D9A3B7B9D0E996C7A47462F"
"codex/bundles/shared-provider-real-catalogs/proof/SB11/transcripts/image-tool-failure-ui.md","60086","397C8A516416EC90DEB107896826E5BE7E09E63078F00E742926B1F1445832B0"
"codex/bundles/shared-provider-real-catalogs/proof/SB11/transcripts/image-tool-run.json","26794","427424B037FC6C6F90934AD1EC546D0A77A3E814FE9CCC6BDB0CEA337D020FF9"
"codex/bundles/shared-provider-real-catalogs/proof/SB11/transcripts/impact-selection-final.json","3982","1320798A8745DF1AF4CF024B84773808145A2461123554FAF06DBC4958699FB6"
"codex/bundles/shared-provider-real-catalogs/proof/SB11/transcripts/impact-selection-vision.json","2834","1E2EE87F4F0CDD8B14B3D8D579A256314874597374BA3AE70DA8C006AA20B972"
"codex/bundles/shared-provider-real-catalogs/proof/SB11/transcripts/impact-selection.json","3151","16F14F9A61F38EFDEC3FBB36D02F849C8A97FA4CF34EEE61EBCBA20EE8DC37AA"
"codex/bundles/shared-provider-real-catalogs/proof/SB11/transcripts/integration-baseline-failures.json","3281","04FCCC1E13B0305DA406198FBA5A77CD4EBABFB651599F50ABA3C7E77FF5CA06"
"codex/bundles/shared-provider-real-catalogs/proof/SB11/transcripts/invalid-image-options.json","427","1B5378D6837A8A394CD36E013E02751E4A3889B734A896A18F9AB0E7CE616E49"
"codex/bundles/shared-provider-real-catalogs/proof/SB11/transcripts/original-source-non-admission.csv","37","08582CCF4B86023EF7A4D66F0E7D4500C2812ECBBB30C575A116A4C76FCEEA23"
"codex/bundles/shared-provider-real-catalogs/proof/SB11/transcripts/prepared-validator.txt","3875","C2A9704E39DFF828176739A7AE65AA427AEFD0DC781C8035127091670A8668D0"
"codex/bundles/shared-provider-real-catalogs/proof/SB11/transcripts/privacy-final-check.json","144","86E93F31246138028A16BA951EEF1A4A37652B752C7E35BCF783544B20FD29EA"
"codex/bundles/shared-provider-real-catalogs/proof/SB11/transcripts/process-host-isolated-discovery.txt","1999","1821700F71B5567498C2810223E77BEDC7A0FDD8BC6C4C56BFFCDD12BD117FF0"
"codex/bundles/shared-provider-real-catalogs/proof/SB11/transcripts/process-host-isolated.trx","21088","E03641D31FF63BCE4D1B7C344EB45B6ABC9DAAC53BFD16F6632E4D4C8154AAAF"
"codex/bundles/shared-provider-real-catalogs/proof/SB11/transcripts/process-host-isolated.txt","1690","9AFAD47121ACDA8F8E03ED9D2CEE35C8DC6338FA0870A38199E586ED437B0DCB"
"codex/bundles/shared-provider-real-catalogs/proof/SB11/transcripts/reentry-validator.txt","110","E92CECB4640662865F64EF0947A404BE6C725F36F2FF8BAC51974D31C080C415"
"codex/bundles/shared-provider-real-catalogs/proof/SB11/transcripts/renewed-source-connection-ui.md","18886","41451691B62465D14F641314C872AC4EA923AE4B86FE90CEFB8685738DD403C2"
"codex/bundles/shared-provider-real-catalogs/proof/SB11/transcripts/renewed-token-metadata-ui.md","9150","A36C764B07DC22AB370255B3A586A9D7D81ED01D660A0A404731405A3DD57E60"
"codex/bundles/shared-provider-real-catalogs/proof/SB11/transcripts/repaired-401-ui.md","53787","64E78F8D92EDB0178D937B43E85EBD293F0D6D71B8716073072BB197D7C66C4E"
"codex/bundles/shared-provider-real-catalogs/proof/SB11/transcripts/restart-5214-final.txt","200","35972E40C4374F9D9F3996A66C981C7B49D168894352C89738F7E37C16E22D5C"
"codex/bundles/shared-provider-real-catalogs/proof/SB11/transcripts/restart-5214-vision.txt","200","35972E40C4374F9D9F3996A66C981C7B49D168894352C89738F7E37C16E22D5C"
"codex/bundles/shared-provider-real-catalogs/proof/SB11/transcripts/restart-5214.txt","200","35972E40C4374F9D9F3996A66C981C7B49D168894352C89738F7E37C16E22D5C"
"codex/bundles/shared-provider-real-catalogs/proof/SB11/transcripts/restart-source-client-final.txt","575","86874DEE1D506808B4236275CCC86D789BA90E09FE131A1B199525A1FD80BD2F"
"codex/bundles/shared-provider-real-catalogs/proof/SB11/transcripts/restart-source-client-vision.txt","575","4A3024C2A5702A0C0A529C21744DD5250E0E68E92104F53D3F3DB8CAD78BDFF6"
"codex/bundles/shared-provider-real-catalogs/proof/SB11/transcripts/restart-source-client.txt","575","A826D33DDE997E889E06A86853EDFA3F2E03E0BAB8690CE3D9A2F618EF60445B"
"codex/bundles/shared-provider-real-catalogs/proof/SB11/transcripts/run.json","5035","85BE3DB38F813BEDC425EBE48084BDA63F44C82468CF0FA50DA11EA27D84D2EA"
"codex/bundles/shared-provider-real-catalogs/proof/SB11/transcripts/source-image-and-vision-usage.csv","2139","044350A8D34F83870E23CFEAE2E45379C4941964C2487693A117F3DE3BC5CB8E"
"codex/bundles/shared-provider-real-catalogs/proof/SB11/transcripts/vision-budget-green-discovery.txt","7717","655C40BB87FFF06E776D72CDE4215740599641B92A803C899B25A298D0A40B26"
"codex/bundles/shared-provider-real-catalogs/proof/SB11/transcripts/vision-budget-green.trx","89272","99B2DD9A8EAD1D7622D932814B0640F65A5CEDEB1D2240C3E9C7933AAF43F1E2"
"codex/bundles/shared-provider-real-catalogs/proof/SB11/transcripts/vision-budget-green.txt","2020","5E610A0742B7703CBFB88C41D5F2A4070AEC0A2215A4AE60DBC4A647CCE37338"
"codex/bundles/shared-provider-real-catalogs/proof/SB11/transcripts/vision-budget-red-cases-discovery.txt","1094","D202B0A7DEA58E4D6D549B838C1C7AD66EA38DE43E836D7A3C45FC6DBAFB8308"
"codex/bundles/shared-provider-real-catalogs/proof/SB11/transcripts/vision-budget-red-cases.trx","20852","03F9A5B389D692A357745915F5C1F05F43441C45523B76592E5DA7701DBF4E16"
"codex/bundles/shared-provider-real-catalogs/proof/SB11/transcripts/vision-budget-red-cases.txt","1737","CBD8D9F363E1ADDA09CECDE9B0D3358A4CFCE528EB339912FBC0FE54E493FF1A"
"codex/bundles/shared-provider-real-catalogs/proof/SB11/transcripts/vision-budget-red-discovery.txt","408","BCC5DEED841179F758DB90B8A344D3A263FCA9FCDFD7C14F6D1E2776B41EC43C"
"codex/bundles/shared-provider-real-catalogs/proof/SB11/transcripts/vision-budget-red.txt","1285","4230DD23D744D54387E561D1DDD02EE1CC2A71F162566DA25DA226F1F11BB5B2"
"codex/bundles/shared-provider-real-catalogs/proof/SB11/transcripts/vision-integration-complete-deferred-theories.json","27571","BCF9CCC201FA31976FFF981629AACF9E43A0C8D7FBDDECA5637740C67BC7551B"
"codex/bundles/shared-provider-real-catalogs/proof/SB11/transcripts/vision-integration-complete-discovery.txt","188201","C458FA2DB145E7774FD9C3143D2184D95997BB9DD23084029A1626B8F0088D96"
"codex/bundles/shared-provider-real-catalogs/proof/SB11/transcripts/vision-integration-complete.trx","67413567","A9096A0DF0118E62DBD01618B5BD076182C601C1EC076C246DA20443DB6631CF"
"codex/bundles/shared-provider-real-catalogs/proof/SB11/transcripts/vision-integration-complete.txt","1945","ABC269BCE21B2CE71A2631F1CE3917F2B4B44D639F732C362DCA39F6E7F5E893"
"codex/bundles/shared-provider-real-catalogs/proof/SB11/transcripts/vision-request-correlation.csv","607","FE84D86914066CAF66E8E2595FF59DDDA8052CB7BB800A6B58DCF1C62432B02F"
"codex/bundles/shared-provider-real-catalogs/proof/SB11/transcripts/vision-success-ui.md","56286","556622C6589481A483855EDC604FBB2E05022D4BACAD541879B89005198F1256"
"codex/bundles/shared-provider-real-catalogs/proof/SB11/transcripts/vision-success-work-history.md","70361","EBC426894E420C7C2CC04FBEBEF1F77BA0B20E9BFA6EC3C74F9BFA308289F04D"
"codex/bundles/shared-provider-real-catalogs/proof/SB11/transcripts/vision-unit-complete-deferred-theories.json","16688","E2B155689B3A72331B34BF2AB69DA2BAFD9F835C62086E2DF093CCBA95DB5862"
"codex/bundles/shared-provider-real-catalogs/proof/SB11/transcripts/vision-unit-complete-discovery.txt","1094313","BB3FEFD8F472E0C4CD69BD2ADF85475BA6D16AE3652927AA90B7B796979BE7F0"
"codex/bundles/shared-provider-real-catalogs/proof/SB11/transcripts/vision-unit-complete.trx","10837585","64246D900776C0D53993D792B60A38BB37EE3C43B2FD9A2ADC1BEAA3E27CCB29"
"codex/bundles/shared-provider-real-catalogs/proof/SB11/transcripts/vision-unit-complete.txt","1766","8539B1112E3D42D24A90A3E137BD92AFBA4F5642CD67F542E7BE8F1CB0CC06A7"
"codex/bundles/shared-provider-real-catalogs/proof/SB11/vision-success-ui.jpg","242722","BEA78EB41E848A8F7BB87EBDD0CE0E631140E63A66B0D31B66A5731684C4997F"
"codex/bundles/shared-provider-real-catalogs/README.md","6770","8DCE69390E284165C3E74C573D2418D39866E8F559B08DEB37B93092662BBA38"
"codex/bundles/shared-provider-real-catalogs/requirements/01-normalized-requirements.md","2685","A47346228A5D80D557465567BFE099EB34C6BD88A6C1CBF5009DDCB78763EA19"
"codex/bundles/shared-provider-real-catalogs/reviews/01-execution-report.md","36421","0EB1520C014D0FE5A1EFB15CD3307EC508A1D04957E287812BD5DBC767A72BC9"
"codex/bundles/shared-provider-real-catalogs/reviews/05-project-image-final-verifier.md","5647","D963AE251CB01047E7AB67F18367C5ABE2B426AD9734772DA7CBF14CCDFCB291"
"codex/bundles/shared-provider-real-catalogs/subbundles/04-avatar-and-fresh-client/compose.yaml","2934","AC196940E1F10CBAFFC99E58F90ED1A6012125DFD95DD7995DE1034EAA23CF07"
"codex/bundles/shared-provider-real-catalogs/subbundles/11-shared-access-failure-recovery/README.md","8988","AF120A9DE912B4EE61BC4B4AF079B671A4B280B10B61CD322829EAB52793ACEE"
"codex/bundles/shared-provider-real-catalogs/traceability/01-requirement-traceability.md","3189","773E12769FFF685FCF4EDDC64519A484B5687109DFD9BA55C7196EAA69FC48C0"
"src/Integration/CanDoItAll.SharedProviders.Http/SharedProviderRelayRequestPolicy.cs","46761","015964DC283CCCF4A9F40CFE84C0E90FFE08BEA3E0AE569B729E30828CC54A04"
"src/MAF/Common/CanDoItAll.AgentFramework.Core/Execution/AgentProviderFailureDisplayFormatter.cs","14302","BFAE556FEFD6CCBAB4334E1BD36A7B60EF4F86382FA5225EB381678074797934"
"src/MAF/Common/CanDoItAll.AgentFramework.Maf/Runtime/Providers/MafProviderTransportBoundaryChatClient.cs","24730","436C262BF6B3E954008987A74CE9FF65CA8E4668CA8163991219E2627B70DF40"
"src/Modules/CanDoItAll.Modules.AgentFramework/AgentTools/ImageGenerationAgentRuntimeToolProvider.cs","34367","FCE6B60FCED0EBCE31B931071854E07D90947B1A266C5A36745B95D0C92AB737"
"tests/Unit/CanDoItAll.Tests.Unit/AgentProviderFailureDisplayFormatterTests.cs","14805","E8506C88949A85601C78E739D61D966FB16043788D67F2F54C6A9970CCCD1038"
"tests/Unit/CanDoItAll.Tests.Unit/ImageGenerationAgentRuntimeToolProviderTests.cs","35667","7225292E6ABA2FD0521473FDF5C35995871370C6700972156B9ED637B178620D"
"tests/Unit/CanDoItAll.Tests.Unit/MafProviderTransportBoundaryChatClientTests.cs","30406","B3C93F6686FC4A3202684CDD62B3233CE3E429D92957325A2C10CA885CE53763"
"tests/Unit/CanDoItAll.Tests.Unit/SharedProviderRelayPolicyTests.cs","50504","2D0526443AE27FD8BD0AA432CCF39EEAD50DD720AF0374C41AE85A97659E641F"
