# SB05 Changed File Hashes

Generated: 2026-06-29T13:43:25.6166390-04:00
Repository: C:\repositories\CanDoItAll

| Path | HEAD SHA-256 | Working tree SHA-256 |
| `src/CanDoItAll.AgentFramework.Workflows.Runtime/WorkflowArtifactContentStores.cs` | `<not in HEAD>` | `065aafac248a692e7ce5499b42750a381c373242c6f1d9443caa554356d8f2cf` |
| `src/CanDoItAll.AgentFramework.Workflows.Runtime/InMemoryWorkflowArtifactContentStore.cs` | `<not in HEAD>` | `dc8e07cf170fd4968369d0f9fcdff5a24e4153ce6940fe9831b44f1a098cd1a8` |
| `tests/CanDoItAll.Tests.Unit/WorkflowFoundationHardeningCheckpointTests.cs` | `<not in HEAD>` | `0bfd63f1c365533b817f2088901d24d92b87ef140b9fd08ee00c390ab0238131` |
| `codex/bundles/workflow-node-project-isolation/README.md` | `<not in HEAD>` | `a52f45ddfa6dc341aa2da14913c3bcaae729e308bf6558dcced8c06903714540` |
| `codex/bundles/workflow-node-project-isolation/architecture/02-project-map-and-adoption-boundary.md` | `<not in HEAD>` | `147375c00945f6195e8ce9ed7107c3b74acbb25958292327998c9cb5e49f995f` |
| `codex/bundles/workflow-node-project-isolation/architecture/04-failure-diagnostics-and-error-state-boundary.md` | `<not in HEAD>` | `0b1ce6a5ddec468bc1b3d89485ac9ff23a18f4f6e73df927a29e6848441b1807` |
| `codex/bundles/workflow-node-project-isolation/reviews/01-execution-report.md` | `<not in HEAD>` | `400e5c3406234497e82835a1afee8c3268bac10e0252293ac59ef8eab9c01253` |
| `codex/bundles/workflow-node-project-isolation/subbundles/05-foundation-refactoring-hardening-checkpoint/README.md` | `<not in HEAD>` | `b3f35de860c01bfb82f094adbb2beac43fb2e56abb9da24945843e3abab5c78f` |
| `codex/bundles/workflow-node-project-isolation/traceability/01-requirement-traceability.md` | `<not in HEAD>` | `f77b48277652223d9158a098636c7a201560854850c40ac87791b835d00f48d7` |
| `codex/bundles/workflow-node-project-isolation/proof/SB05/manifest.md` | `<not in HEAD>` | `20bb43fed497dff46f3de4cc9adb8a57d437397f6cbd300f4d982092244035c5` |
| `codex/bundles/workflow-node-project-isolation/proof/SB05/semantic-invariants.md` | `<not in HEAD>` | `78f24cce23d0561b8dbc2fa6ce8af99376b61622bb48045a25c2234ab3440393` |
| `codex/bundles/workflow-node-project-isolation/proof/SB05/transcripts/anti-stub-audit.txt` | `<not in HEAD>` | `0cf3a580b54e42f851644ce916517b88b72ca985e464a3aac6799e846de6fd2c` |
| `codex/bundles/workflow-node-project-isolation/proof/SB05/transcripts/architecture-check.txt` | `<not in HEAD>` | `dda7c7a69f72366105a70f1c026706fa64bae6197b49bfde619057a5bfb271a5` |
| `codex/bundles/workflow-node-project-isolation/proof/SB05/transcripts/diagnostics-and-responsibility-review.txt` | `<not in HEAD>` | `a6d79d429b022841f155b64c19ea6c06fc96bc030f0604587ef39efa4e4582f8` |
| `codex/bundles/workflow-node-project-isolation/proof/SB05/transcripts/focused-hardening-tests.txt` | `<not in HEAD>` | `d4d979c7fb5a71b181838e296ab1164d454f206e13dd057b38b206d0b100fbf2` |
| `codex/bundles/workflow-node-project-isolation/proof/SB05/transcripts/foundation-builds.txt` | `<not in HEAD>` | `b821aab91460b97ef0e3b558d3e5fb685d1ebbd374d025129c92d6b2b03bb85e` |
| `codex/bundles/workflow-node-project-isolation/proof/SB05/transcripts/foundation-unit-tests.txt` | `<not in HEAD>` | `6392568fa0adac563b3075e4da4480dc8ab10749651f30db7d9914f4cd1235c5` |
| `codex/bundles/workflow-node-project-isolation/proof/SB05/transcripts/performance-scan.txt` | `<not in HEAD>` | `f9077e70e92351afae9f0cefab930b4a7f02eac0b8e7c91411f8c691fc27d814` |
| `codex/bundles/workflow-node-project-isolation/proof/SB05/transcripts/prepared-validator.txt` | `<not in HEAD>` | `ed3986f668a4966762fe413de240156f3c579c12eb0245b32beb1926cab23838` |
| `codex/bundles/workflow-node-project-isolation/proof/SB05/transcripts/workflow-api-integration-tests.txt` | `<not in HEAD>` | `45313d43d7c7a01175de3fd7ec07e8ae5f3412ff0452b70cbba5d4fae31f2bde` |
